Retweets,Likes,Cleaned_Tweets,day,month
917,18555,They need to add a lot of batteries to the grid to buffer energy,28,9
1270,27571,I guess this joke is a slow burn … ,28,9
523,12059,Big improvement in high speed cross-traffic velocity NN coming next month,28,9
683,9322,Maybe worth talking at some point,28,9
3960,54570,Make “hair on fire” not just a metaphor,27,9
886,18077,Stand out in a crowd! Get noticed as you walk through the airport!,27,9
857,19006,Coming soon from  the same people that sold you a Flamethrower,27,9
2447,45088,“Burnt Hair” – Scent for Men by Singed,27,9
390,10371,I’m a little preoccupied rn,27,9
239,5106,Batteries ftw,27,9
1435,35377,Good point,27,9
8355,114303,"My son, Saxon, was amazed that so many paper newspapers are still produced every day. He said they probably just search the Internet &amp; print it out. Yup, with rare exception, that is *actually* what they do haha.",27,9
7311,90745,"Falcon 9 fairing cam captures 2nd stage plume, booster entry burn &amp; Earth in twilight",27,9
112,1842,"Even then, Lenin would’ve gotten nowhere without Ludendorff’s train",27,9
1267,38337,Charming …,26,9
11864,156040,Starlink now over 1M user terminals manufactured,25,9
1728,29407,Siegel is obviously correct,24,9
31409,188964,Activating Starlink …,23,9
1746,14461,Education is the path out of poverty and Internet access enables education,23,9
153,4434,Exactly,23,9
13042,133151,Starlink connecting schools in the Amazon,23,9
113,3684,It is,22,9
1246,32229,Why is this a PopMech story?,22,9
467,14262,Yup (sigh),22,9
655,9608,Fully reusable orbital rockets are the fundamental breakthrough needed for humanity to become a multiplanet species,22,9
639,9351,"The terminology is outdated &amp; inaccurate. This is a tiny over-the-air software update. To the best of our knowledge, there have been no injuries.",22,9
181,3087,"Your car needs a camera upgrade, which is free of charge. There are a few thousand cars in a similar situation. Replacement cameras will be available early next month.",22,9
679,18088,While (!pheromone) {},22,9
173,6659,Shaded patio,21,9
2304,60858,"Actually, I live in a little house on Weems St that cost ~$50k (but I’ve done a lot with the place!)",21,9
194,4360,Aka cogency,21,9
785,29179,Looks awesome ,21,9
340,4934,Maybe little electric Tesla boats with a retro-futuristic Victorian design,21,9
269,4449,"Long-term goal is a boardwalk with amenities that goes all the way to downtown Austin, so you can walk, bike or kayak",21,9
342,6473,Area from south Giga to river really will be next-level great &amp; open to public!,21,9
391,6778,"Ecological paradise plans from south portion of Giga Texas to river look great, however we must first get the factory financially on its feet",21,9
153,2442,"I was instrumental in creating OpenAI, which made DALL-E",21,9
81,1416,"Although his methods of instruction very strongly favored stick over carrot, I did learn a tremendous amount of engineering from him &amp; appreciation of art (he is an extremely talented artist)",21,9
64,1285,"Boys High was a good school, but it was government, not private. Brooklyn would be considered a middle income, not exclusive, neighborhood in America.",21,9
58,1171,For sure,21,9
154,2286,"Errol ran out of money in the 90’s. My brother &amp; I financially supported him &amp; his extended family in South Africa since then on condition that he not do bad things. Unfortunately, he did do bad things :(",21,9
60,1356,This is true,21,9
651,14338,"With some improvements, it will achieve 300 Mps",21,9
89,1694,"Incorrect. There was tuition for students from outside the school district, which was a small part of the student body, incl black students, but not for students in district, which I was.Also, I was there for 2.5 years, previously attending govt schools for 9 of 12 years.",21,9
126,1918,"I went to government schools, not private, except for part of one year in third grade",21,9
264,4147,"Probably Q2 next year, with vehicles initially transferred by boat from Port of Brownsville to the Cape",21,9
140,2267,"That’s the plan. We’re taking a little  risk there, as engine isolation was done as retrofit, so not as good as on Booster 9.",21,9
465,4674,"Late next month maybe, but November seems highly likely. We will have two boosters &amp; ships ready for orbital flight by then, with full stack production at roughly one every two months.",21,9
353,5556,"Our focus is on reliability upgrades for flight on Booster 7 and completing Booster 9, which has many design changes, especially for full engine RUD isolation.",21,9
231,3638,Exactly,21,9
156,2617,Seems that way,21,9
107,1474,. what’s going on?,21,9
267,8093,Such miracles are impossible,21,9
64,1988,That’s a real picture?,21,9
84,2272,Absolutely,21,9
134,2385,"Unsurprisingly, Reich is also a hypocrite",21,9
640,12407,Reich is suicidally boring,21,9
4874,55179,You both an idiot and a liar,21,9
443,10074,Curiouser and curiouser …,21,9
207,4577,Same,20,9
84,1958,Yes,20,9
521,15157,"Happy birthday bro, love you",20,9
326,3391,"Yes, all US &amp; Canada cars with safety scores above 80 should receive an invitation to download FSD Beta by tomorrow",20,9
532,6018,"Note, Autopilot/AI team is also working on Optimus and (actually smart) summon/autopark, which have end of month deadlines",20,9
133,2975,Next month,20,9
63,2506,Yes,20,9
1214,12555,Ok,20,9
12856,55744,Starlink will ask for an exemption to Iranian sanctions in this regard,19,9
2710,28253,Looking forward to providing Starlink service to the people of Zambia!,19,9
367,7059,Car will move on tighter gaps as we enhance NN velocity predictions for crossing traffic. 10.69.3 next month has some step-change improvements.,19,9
1041,29615,*10.69.2.2,19,9
3348,46185,"FSD Beta 10.69.2.1 looks good, extending to 160k owners in US &amp; Canada",19,9
333,7703,Profoundly important concept,19,9
2903,36061,"Baltasar Gracián, Oráculo Manual y Arte de Prudencia",19,9
2108,60985,Great for clearing dust!,19,9
935,11119,"Booster 7 now returns to high bay for robustness upgrades &amp; booster 8 moves to pad for testing.Next big test is probably full stack wet dress rehearsal, then 33 engine firing in a few weeks.",19,9
10694,139664,7 engine static fire,19,9
766,17497,Chamber pressure looked good on all 7 engines,19,9
534,10119,"Yes, seven engine static fire",19,9
299,3613,There is too much latency in Fed decisions. Problematic in a fast-changing world.,19,9
370,7725,Tunnels ftw,19,9
1013,13421,"Yes, the fundamental error is reasoning by analogy, rather than first principles",19,9
15256,210869,"starry, starry night paint your paletteblue and gray",19,9
12992,119064,"Starlink is now active on all continents, including Antarctica",19,9
1451,37125,Another batch with lasers reaches orbit,19,9
166,3249,True,18,9
1370,17528,"Starship will be an incredible enabler for science. Full reusability &amp; high production rate drive several orders of magnitude improvement in $/kg to orbit &amp; beyond.Next gen Starlink constellation is primary user of this rocket, so science doesn’t need to cover fixed cost.",18,9
240,5614,"Should be Alexander, the Greatest. After all, is there a better Alexander?",18,9
294,4135,Hyperloop could do that trip in less than half an hour,17,9
1433,55416,Looks like they’re fighting an actual fire demon!,17,9
2336,54462,to help mend the fault in our stars,17,9
180,2785,It will be later this year when laser links activate on polar constellation,17,9
13284,225055,Starlink is meant for peaceful use only,17,9
2803,32730,Is it really true that four-year-olds are receiving hormone treatment?,16,9
802,10120,"Technically true, but Earth’s economy is extremely far from physical limits. Energy is the foundation of the economy, but we’re using a very tiny amount of available energy, even if we only used PV.",16,9
731,5284,Beta expanding to safety scores above 80 after 10.69.2.1 goes out,15,9
797,13574,"10.69.2.1 coming out in a few days with additional polish, 10.69.3 comes out shortly after AI Day",15,9
1360,36564,or their short shorts,15,9
7286,132463,"Salted butter is amazing, but should be stored at room temperature",14,9
342,3687,Drop 0.25%,14,9
578,12791,"Exactly, this is neither subtle nor secret",14,9
399,9543,"Layers upon layers of neural nets, ever higher",14,9
135,2354,Subtle ,13,9
1411,29778,"Note, we are working on making the whistle sound much louder",13,9
2925,41155,But u have to pay in Doge,13,9
3580,52355,Blow the whistle!,13,9
80,2200,True,13,9
95,2676,Could be worse,13,9
44,1769,Fair point,13,9
154,3476,Good thread,13,9
204,5900,Sounds pretty bad,13,9
2128,34396,Please fix,13,9
9462,133322,My tweets are being suppressed!,13,9
833,11599,"This says it all:“None of the members of the Stripe chat who spoke with me said that they accepted payment or agreed to speak to the firms about Zatko, and all said they wished to defend his credibility.”",13,9
2036,19683,Anyone know who the secret clients are? Let’s out them on Twitter rn haha.,13,9
89,2246,Absolutely,13,9
158,10656,True,13,9
82,2074,I’m testing it today in Palo Alto,13,9
1265,21563,Rome show is underappreciated,13,9
291,6609,"This was harder than reaching volume production, which was insanely hard",13,9
387,7359,There is appetite for an infinite number of interesting tweets,13,9
29606,375760,Take a moment to …,13,9
2375,38394,The residual value of gasoline cars bought today will be much lower than people think,12,9
759,11804,Supercharger centers with solar &amp; batteries are the long-term vision,12,9
14530,182762,Won’t be long before we view gasoline cars the same way we view steam engines today,12,9
331,8063,Socrates can be a little boring tbh,12,9
98,2567,Yes,12,9
2138,23071,"Our view of reality is always wrong, just a question of how wrong",12,9
170,3779,I guess we could make Joe mode quieter,12,9
2182,58869,"Still doing same thing, but bigger",12,9
1075,21278,Looks good to roll out to all Tesla owners with 10.12.2 (~100k cars)!,12,9
94,1976,That is probably the right order of magnitude,12,9
433,5027,Real-world validation &amp; billions of miles of real-world training are what will make FSD superhuman,12,9
688,19536,Yup,12,9
126,2236,Sigh,11,9
3272,47725,"FSD Beta 10.69.2 rolling out now. Please note that top priority is safety, so expect it to be overly cautious, especially around pedestrians.",11,9
12117,182706,Falcon arching to orbit,11,9
3535,47185,No obvious limit to rocket reflight so far,11,9
6878,82453,Instagram is an envy amplifier,11,9
78,2260,Yes,10,9
